WKT	OBJECTID_1	OBJECTID	LOCATIONID	DATE_	HOURLYRATE	TIMELIMIT	EMPTYPOLE	YOKEDPOLE	RSTRCTDAY	RSTRCTTIME	GPSTIME	IKEDIST	IKELAT	IKELONG	IKEALT	TGTLAT	TGTLONG	TGTALT	IKERAWBRG	IKEPITCH	IKEROLL	IKEMAGDEC	EPE	IKEPDOP	IKEGPSFIX	IKEIMAGE	ET_ID	SERIALNUM	CR_ID	RSTRCTDAY2	RSTRCTTIM2	STRCTLEVEL	MBSPACES	TIMELIMIT2	BATTCHGZON	BATTCNGMON
"POINT (-118.49044870596859 34.017518943148993)"	4809	5433	BRO0702	570349568	1	30 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 146156 2009-10-05-09-36-08	0	0	0	0	0	0	0	0	0	0	0	0	6.3529520697	True	 	0	902430	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.49039697104598 34.017559599862992)"	4810	5434	BRO0704	570349568	1	30 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 146191 2009-10-05-09-36-42	0	0	0	0	0	0	0	0	0	0	0	0	4.3931765273	True	 	0	902440	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.49034457934012 34.017597560022942)"	4811	5435	BRO0706	570349568	1	30 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 146228 2009-10-05-09-37-19	0	0	0	0	0	0	0	0	0	0	0	0	4.2449970554	True	 	0	902451	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.49029711044109 34.017633485231279)"	4812	5436	BRO0708	570349568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 146266 2009-10-05-09-37-57	0	0	0	0	0	0	0	0	0	0	0	0	4.9040799341	True	 	0	904543	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.49009704402998 34.017805781612601)"	4813	5437	BRO0710	570349568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 146336 2009-10-05-09-39-08	0	0	0	0	0	0	0	0	0	0	0	0	6.0008332755	True	 	0	904552	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.49005688361714 34.017838871471653)"	4814	5438	BRO0712	570349568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 146375 2009-10-05-09-39-46	0	0	0	0	0	0	0	0	0	0	0	0	3.4928498393	True	 	0	904559	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.49000199371964 34.017881428641026)"	4815	5439	BRO0714	570349568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 146415 2009-10-05-09-40-26	0	0	0	0	0	0	0	0	0	0	0	0	3.3105890714	True	 	0	902488	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.48995991561279 34.017917070387547)"	4816	5440	BRO0716	570349568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 146455 2009-10-05-09-41-07	0	0	0	0	0	0	0	0	0	0	0	0	4.1593268686	True	 	0	904554	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.50080270257422 34.016931832038843)"	4817	5441	WIL0100	570349568	1	30 min	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	0	 	7 Days	6 p.m. - 2 a.m.	0	6	2 hr		
"POINT (-118.5004888303762 34.017202869114548)"	4818	5442	WIL0112	570349568	1	30 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 147321 2009-10-05-09-55-33	0	0	0	0	0	0	0	0	0	0	0	0	4.7507894081	True	\SD Card\ParkingMeters\Images\parkingMeters2009-10-05-09-55-33A3040605.0118.jpg	0	903236	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.50044479372369 34.017238794017317)"	4819	5443	WIL0114	570349568	1	30 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 147398 2009-10-05-09-56-49	0	0	0	0	0	0	0	0	0	0	0	0	5.4488530903	True	 	0	903333	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49989083238326 34.01768073639068)"	4820	5444	WIL0200	570349568	1	1 hr	F	F	7 Days	9 a.m. - 2 a.m.	1552 147484 2009-10-05-09-58-15	0	0	0	0	0	0	0	0	0	0	0	0	6.2681735777	True	 	0	903445	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49984421506269 34.017725878253572)"	4821	5445	WIL0202	570349568	1	1 hr	F	F	7 Days	9 a.m. - 2 a.m.	1552 147535 2009-10-05-09-59-06	0	0	0	0	0	0	0	0	0	0	0	0	5.5605755098	True	 	0	903394	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49979428014854 34.017768438310434)"	4822	5446	WIL0204	570349568	1	1 hr	F	F	7 Days	9 a.m. - 2 a.m.	1552 147588 2009-10-05-09-59-59	0	0	0	0	0	0	0	0	0	0	0	0	5.6222771187	True	 	0	903601	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49973227054214 34.017810689523735)"	4823	5447	WIL0206	570349568	1	15 min	F	F	7 Days	9 a.m. - 2 a.m.	1552 147623 2009-10-05-10-00-34	0	0	0	0	0	0	0	0	0	0	0	0	6.1854668377	True	 	0	903730	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49969442958241 34.017844841323424)"	4824	5448	WIL0208	570349568	1	15 min	F	F	7 Days	9 a.m. - 2 a.m.	1552 147656 2009-10-05-10-01-08	0	0	0	0	0	0	0	0	0	0	0	0	5.6222771187	True	 	0	903245	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.498606205565 34.018729723383657)"	4825	5451	WIL0312	570349568	1	30 min	F	F	7 Days	9 a.m. - 2 a.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903314	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49899856603591 34.018408016872918)"	4826	5452	WIL0300	570349568	1	30 min	F	F	7 Days	9 a.m. - 2 a.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903206	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49894967311677 34.018447707187484)"	4827	5453	WIL0302	570349568	1	30 min	F	F	7 Days	9 a.m. - 2 a.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903268	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49889775741994 34.01849177251146)"	4828	5454	WIL0304	570349568	1	1 hr	F	F	7 Days	9 a.m. - 2 a.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903352	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49885003864713 34.018532839087037)"	4829	5455	WIL0306	570349568	1	1 hr	F	F	7 Days	9 a.m. - 2 a.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905865	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49879628303923 34.018570851840721)"	4830	5456	WIL0308	570349568	1	1 hr	F	F	7 Days	9 a.m. - 2 a.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903375	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49874625677299 34.018616969303345)"	4831	5457	WIL0310	570349568	1	1 hr	F	F	7 Days	9 a.m. - 2 a.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903565	CR02	 	 	0	0	 	BZ01	JANUARY
"POINT (-118.49801094843126 34.019206589106894)"	4832	5458	WIL0400	570349568	1	30 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902449	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49795691097243 34.019251776175572)"	4833	5459	WIL0402	570349568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905258	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49790472365405 34.019297308991085)"	4834	5460	WIL0404	570349568	1	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903618	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49785188343856 34.019340114623397)"	4835	5461	WIL0406	570349568	1	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903376	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49781742427135 34.019368781359319)"	4836	5462	WIL0408	570349568	1	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903518	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49767138965287 34.019483877777404)"	4837	5463	WIL0410	570349568	1	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903396	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49761777125616 34.019533142419533)"	4838	5464	WIL0412	570349568	1	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903386	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49711092186475 34.019942895736264)"	4839	5465	WIL0500	570349568	1	30 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902452	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.4970614655273 34.019984457389576)"	4840	5466	WIL0502	570349568	1	30 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902454	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49700515455943 34.020029292776897)"	4841	5467	WIL0504	570349568	1	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903336	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49695563464387 34.02007074015323)"	4842	5468	WIL0506	570349568	1	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903344	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49689586770945 34.020117052910948)"	4843	5469	WIL0508	570349568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903238	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49685408406377 34.020151292167917)"	4844	5470	WIL0510	570349568	1	15 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903279	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.49672459167162 34.020256027403292)"	4845	5471	WIL0512	570349568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904553	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.4966732861498 34.020297845330013)"	4846	5472	WIL0514	570349568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	901818	CR14	 	 	0	0	 	BZ08	AUGUST
"POINT (-118.48331883290773 34.031633222629999)"	4847	5473	20S1107	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907157	CR17	 	 	0	0	 	BZ05	MAY
"POINT (-118.48336999020829 34.031676061692821)"	4848	5474	20S1105	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907137	CR17	 	 	0	0	 	BZ05	MAY
"POINT (-118.48342617182657 34.031724126658354)"	4849	5475	20S1103	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907142	CR17	 	 	0	0	 	BZ05	MAY
"POINT (-118.48347535342393 34.031768530542095)"	4850	5476	20S1101	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907154	CR17	 	 	0	0	 	BZ05	MAY
"POINT (-118.4820483686342 34.029753096948049)"	4851	5477	AZ1901	656749568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 238586 2009-10-06-11-16-40	0	0	0	0	0	0	0	0	0	0	0	0	2.7018512172	True	 	0	902979	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48200756594042 34.029787138702936)"	4852	5478	AZ1903	656749568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 238663 2009-10-06-11-17-57	0	0	0	0	0	0	0	0	0	0	0	0	3.6124783736	True	 	0	902976	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48115462144933 34.029550332981252)"	4853	5479	20S1300	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 238873 2009-10-06-11-21-27	0	0	0	0	0	0	0	0	0	0	0	0	5.3	True	 	0	909129	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48109544059373 34.029497670272598)"	4854	5480	20S1302	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 239028 2009-10-06-11-24-03	0	0	0	0	0	0	0	0	0	0	0	0	6.3285069329	True	 	0	909112	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48104193707627 34.029453496320251)"	4855	5481	20S1304	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 239108 2009-10-06-11-25-22	0	0	0	0	0	0	0	0	0	0	0	0	6.4660652641	True	 	0	909114	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48173689660373 34.030266196610505)"	4856	5482	20S1203	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 239391 2009-10-06-11-30-06	0	0	0	0	0	0	0	0	0	0	0	0	5.5542776308	True	 	0	906143	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48177293216642 34.030297082802186)"	4857	5483	20S1201	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 239447 2009-10-06-11-31-02	0	0	0	0	0	0	0	0	0	0	0	0	5.4626001135	True	 	0	906180	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48475263883751 34.027366252904528)"	4858	5484	AZ1610	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 240591 2009-10-06-11-50-05	0	0	0	0	0	0	0	0	0	0	0	0	2.941088234	True	 	0	906565	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48490784612899 34.027241127390432)"	4859	5485	AZ1608	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 240661 2009-10-06-11-51-16	0	0	0	0	0	0	0	0	0	0	0	0	2.941088234	True	 	0	906582	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48495401392108 34.02720318649142)"	4860	5486	AZ1606	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 240709 2009-10-06-11-52-04	0	0	0	0	0	0	0	0	0	0	0	0	3.6715119501	True	 	0	906581	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48501579493823 34.02715394970317)"	4861	5487	AZ1604	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 240759 2009-10-06-11-52-54	0	0	0	0	0	0	0	0	0	0	0	0	2.941088234	True	 	0	906576	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48507056333231 34.02711154946423)"	4862	5488	AZ1602	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 240804 2009-10-06-11-53-39	0	0	0	0	0	0	0	0	0	0	0	0	3.6715119501	True	 	0	905872	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48510999507944 34.027079042986969)"	4863	5489	AZ1600	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 240892 2009-10-06-11-55-06	0	0	0	0	0	0	0	0	0	0	0	0	4.5177427992	True	 	0	905859	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48548594176735 34.026774741645724)"	4864	5490	AZ1518	656749568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 240981 2009-10-06-11-56-36	0	0	0	0	0	0	0	0	0	0	0	0	3.1064449134	True	 	0	902972	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48554289971504 34.026723496426285)"	4865	5491	AZ1516	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 241056 2009-10-06-11-57-50	0	0	0	0	0	0	0	0	0	0	0	0	4.9819674828	True	 	0	905854	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48558914343268 34.0266881027202)"	4866	5492	AZ1514	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 241120 2009-10-06-11-58-54	0	0	0	0	0	0	0	0	0	0	0	0	3.8948684188	True	 	0	905864	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.4856384385168 34.026648440567392)"	4867	5493	AZ1512	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 241195 2009-10-06-12-00-10	0	0	0	0	0	0	0	0	0	0	0	0	6.1098281482	True	 	0	905861	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48567753075508 34.026614973330076)"	4868	5494	AZ1510	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 241259 2009-10-06-12-01-13	0	0	0	0	0	0	0	0	0	0	0	0	4.4204072211	True	 	0	905863	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48585387975074 34.026478659114588)"	4869	5495	AZ1508	656749568	0.75	20 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902954	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48589672589506 34.026440171367128)"	4870	5496	AZ1506	656749568	0.75	20 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903085	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.4859449301305 34.02639991485875)"	4871	5497	AZ1504	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905899	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48599937236531 34.026356705929409)"	4872	5498	AZ1502	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905860	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48605022822275 34.026315331617155)"	4873	5499	AZ1500	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905853	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48642869250899 34.02600571254797)"	4874	5500	AZ1418	656749568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902993	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48649360745834 34.02595777591079)"	4875	5501	AZ1416	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906432	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48652865189499 34.025931988670884)"	4876	5502	AZ1414	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906473	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48678350164506 34.025715942141979)"	4877	5503	AZ1410	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906445	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.4868285081301 34.025681169598649)"	4878	5504	AZ1408	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906433	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48687964743225 34.025641569819257)"	4879	5505	AZ1406	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906444	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48693102739571 34.025597189100466)"	4880	5506	AZ1404	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907659	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48698612813838 34.02555456126354)"	4881	5507	AZ1402	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906307	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48703324059663 34.025513305312437)"	4882	5508	AZ1400	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906439	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48705190185601 34.025699330615218)"	4883	5509	AZ1401	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907686	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48679869690672 34.025906885818721)"	4884	5510	AZ1403	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907682	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48674679426564 34.025949687293171)"	4885	5511	AZ1405	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907670	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48668495006014 34.026001695648354)"	4886	5512	AZ1407	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906472	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48664359473646 34.026031862795421)"	4887	5513	AZ1409	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906309	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48515121641722 34.027240567923677)"	4888	5516	AZ1605	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907183	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48510258526797 34.027280735675291)"	4889	5517	AZ1607	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906566	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48504808734064 34.027325354425138)"	4890	5518	AZ1609	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906556	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.4849143579783 34.027435847559175)"	4891	5519	AZ1611	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 242882 2009-10-06-12-28-16	0	0	0	0	0	0	0	0	0	0	0	0	3.0479501308	True	 	0	906357	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48485135737384 34.027485254174529)"	4892	5520	AZ1613	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906351	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48480024517998 34.02752690217423)"	4893	5521	AZ1615	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906356	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48475872855312 34.02756423833906)"	4894	5522	AZ1617	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906362	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48470440169335 34.027601626824243)"	4895	5523	AZ1619	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906344	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48465423080033 34.027645791678758)"	4896	5524	AZ1621	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906350	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48939381169353 34.023800033144596)"	4897	5525	AZ1101	656749568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 243535 2009-10-06-12-39-09	0	0	0	0	0	0	0	0	0	0	0	0	2.7313000567	True	 	0	907101	CR10	 	 	0	0	 	BZ03	MARCH
"POINT (-118.49321026111065 34.020710425914643)"	4898	5526	AZ0717	656749568	1	3 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904677	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.49327108793436 34.020657989225768)"	4899	5527	AZ0715	656749568	1	3 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904661	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.4933163634085 34.020623846932764)"	4900	5528	AZ0713	656749568	1	3 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 244150 2009-10-06-12-49-25	0	0	0	0	0	0	0	0	0	0	0	0	6.1032778079	True	 	0	904660	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.49335222460469 34.02059280020908)"	4901	5529	AZ0711	656749568	1	3 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1552 244208 2009-10-06-12-50-23	0	0	0	0	0	0	0	0	0	0	0	0	4.7853944456	True	 	0	904662	CR07	 	 	0	0	 	BZ02	FEBRUARY
"POINT (-118.4935633107022 34.020418849515551)"	4902	5530	AZ0709	656749568	1	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904857	CR07	 	 	0	0	 	BZ02	FEBRUARY
