WKT	OBJECTID	Enabled	Subtype	COMPKEY	WATER_	ANGLE	ValveCompkey	HydrantID	ValveID	Group_	Sequence	COMPTYPE
"POINT (-118.47792692118671 34.023644154518635)"	1121		0	45425	25227	271.493927	4269	1163	14-17			12
"POINT (-118.47698742629827 34.0447022187766)"	1122		0	45358	25235	109.10231781	3956	1036	21-50			12
"POINT (-118.47914979357815 34.045187118531686)"	1123		0	45266	25246	132.29347229	3615	888	21-49			12
"POINT (-118.48993376939534 34.04655481504701)"	1124		0	45782	25268	271.89761352	4855	1560	20-61			12
"POINT (-118.48889561805321 34.04567342726218)"	1125		0	45783	25272	272.10391235	4856	1561	20-88			12
"POINT (-118.48709046374577 34.044006395308323)"	1126		0	45790	25278	358.69894409	4863	1568	20-121			12
"POINT (-118.48515259275621 34.042467714228572)"	1127		0	45794	25287	270.01187133	4867	1572	20-186			12
"POINT (-118.48399367505473 34.041388704386783)"	1128		0	45793	25293	180	4866	1571	20-218			12
"POINT (-118.48882355848198 34.007329425930507)"	1129		0	44757	25302	176.21751403	1409	135	4-162			12
"POINT (-118.48331684482694 34.010801191145674)"	1130		0	45623	25312	22.54369735	4696	1401	4-35			12
"POINT (-118.47340191802817 34.022869532765711)"	1131		0	45133	25319	270	2962	682	14-67			12
"POINT (-118.46211739416333 34.012642919967462)"	1132		0	83589	25335	77.56244659	83590	1176	15-101			12
"POINT (-118.46280012701844 34.01345132460122)"	1133		0	83595	25338	80.81581878	83594	1177	15-120			12
"POINT (-118.46611557327356 34.026141891529065)"	1134		0	65752	25384	0.01499848	83243	155	17-124B			12
"POINT (-118.46362124719055 34.020717770308998)"	1135		0	45704	25437	260.99801635	4777	1482	17-5			12
"POINT (-118.47666948436654 34.034155871678166)"	1136		0	83535	25442	179.98390197	83534	180	18-17			12
"POINT (-118.45817845579853 34.026567678340086)"	1137		0	83336	25454	165.7189331	83337	1011	23-138			12
